# Casse tranchee cellule par cellule sur la composante connexe de la lettre.
# Priorite basse : toute correction a la main l'emporte.
0	2	38	S
0	2	47	U
0	3	38	M
0	4	16	E
0	4	59	R
0	5	13	S
0	5	41	R
0	5	58	N
0	5	60	E
0	6	3	A
0	6	13	A
0	6	38	U
0	6	48	A
0	6	49	A
0	6	60	M
0	6	69	S
0	7	70	M
0	8	2	S
0	8	3	A
0	8	48	E
0	9	17	S
0	9	71	A
0	9	72	S
0	10	62	S
0	12	10	R
0	12	25	S
0	12	50	E
0	13	38	M
0	14	35	A
0	15	40	S
0	33	37	C
0	33	39	S
0	33	40	A
0	33	42	A
0	46	33	V
0	46	42	A
0	48	34	M
0	48	41	M
0	60	59	S
2	19	37	R
5	9	9	E
5	41	3	E
6	18	22	E
6	37	35	E
11	18	1	N
13	44	49	S
13	44	50	O
20	27	50	U
22	37	56	O
22	37	59	A
24	53	26	U
26	16	27	M
28	10	12	E
28	10	14	E
28	20	2	U
28	20	3	R
29	12	3	M
30	34	26	R
30	42	43	O
31	18	10	N
31	56	4	E
32	4	4	E
32	9	3	E
32	11	7	E
33	12	57	N
34	40	10	N
36	5	2	R
39	1	4	O
39	20	7	M
42	6	19	N
42	28	25	E
42	28	42	E
43	8	40	S
43	27	0	A
43	32	7	O
45	45	10	M
46	5	9	N
47	18	55	R
47	18	56	E
47	26	48	A
48	20	40	R
49	23	33	N
49	23	45	O
49	23	58	O
49	24	45	A
49	26	36	U
49	26	47	A
49	27	10	A
49	29	20	C
50	4	68	O
50	22	37	C
50	24	13	A
50	24	37	O
50	24	38	R
50	24	39	E
50	24	44	R
50	24	49	R
50	24	51	O
50	24	52	N
50	24	62	O
50	24	64	O
50	24	67	O
50	24	68	R
50	25	25	A
50	25	39	A
50	25	45	R
50	25	49	O
50	25	50	Z
50	25	54	O
50	25	55	R
50	25	57	A
50	25	59	U
50	25	60	S
50	25	62	A
50	25	63	R
50	27	48	N
50	27	50	E
50	27	56	A
50	27	60	N
50	27	61	U
50	28	49	A
50	29	49	Z
50	30	7	A
50	30	8	S
50	30	9	E
50	30	12	A
50	30	17	U
50	30	18	A
50	30	20	N
50	30	24	O
50	30	25	N
50	30	27	E
50	30	36	O
50	60	0	S
51	23	56	R
51	26	16	N
51	26	38	O
51	26	49	U
51	27	36	A
51	27	56	U
51	27	58	U
51	27	59	Z
51	28	18	R
51	30	5	A
52	19	42	O
52	23	21	C
52	24	9	O
52	24	10	N
52	24	30	A
52	24	39	V
52	24	60	U
52	25	10	U
52	25	19	N
52	25	22	U
52	25	30	N
53	11	9	N
53	25	29	R
53	27	4	A
53	27	34	O
53	30	5	O
53	30	10	O
53	30	29	R
53	30	35	R
54	24	34	R
54	24	58	A
54	25	28	O
54	33	27	R
55	25	37	N
56	33	43	N
57	22	61	E
57	22	62	N
57	22	63	S
57	22	64	A
57	23	51	A
57	23	57	O
57	23	58	Z
57	23	60	S
57	23	62	V
57	23	63	E
57	23	64	R
57	24	0	S
57	24	3	O
57	24	4	S
58	27	19	O
58	42	6	O
60	7	32	S
61	16	52	M
61	22	35	O
61	23	26	A
61	23	43	Z
61	27	3	A
61	29	51	A
61	32	51	O
61	47	48	O
62	25	58	V
62	25	59	E
62	26	58	R
62	26	63	O
63	23	32	U
63	23	44	O
63	23	49	X
63	23	57	E
63	23	58	R
63	24	45	O
63	24	56	A
63	25	34	U
63	25	43	R
63	25	52	N
63	25	56	N
63	25	57	O
63	28	31	E
64	23	8	R
64	23	35	R
64	23	47	N
64	23	59	A
64	23	60	R
64	24	9	U
64	26	59	A
64	36	37	R
66	3	63	A
66	3	66	A
66	4	60	U
66	4	65	R
66	5	54	R
66	22	38	A
66	22	54	N
66	22	59	E
66	22	66	R
66	22	67	A
66	23	32	U
66	23	33	R
66	23	34	N
66	23	35	O
66	23	45	Z
66	23	51	E
66	23	55	N
66	23	56	A
66	23	59	O
66	23	69	A
66	26	53	N
66	26	63	R
66	26	65	S
66	26	66	A
66	26	69	A
66	26	71	O
67	31	34	R
67	31	38	R
67	31	39	A
68	24	11	Z
68	36	0	O
69	19	25	O
71	56	29	A
71	56	31	R
71	56	36	O
71	57	28	R
71	57	38	S
71	57	40	O
71	57	41	R
71	57	42	O
71	57	47	A
71	57	49	S
71	57	51	A
71	57	52	R
71	57	53	S
71	57	54	E
71	57	56	O
72	44	0	O
72	47	34	N
72	47	47	E
72	47	48	N
72	47	53	E
76	22	10	O
76	22	26	E
76	22	38	R
76	45	18	O
77	21	18	E
77	30	4	E
78	26	60	O
78	28	44	N
78	28	45	A
78	28	47	E
78	30	44	Z
78	30	48	E
78	30	59	A
78	30	60	N
78	30	62	A
79	36	19	E
81	31	50	E
81	38	0	N
81	51	29	O
83	17	45	O
86	23	57	A
87	2	0	U
88	10	3	N
88	19	22	N
91	22	59	R
93	33	61	A
94	13	48	N
94	13	61	N
94	13	64	A
94	13	65	R
94	40	43	R
95	27	59	R
95	30	3	N
95	30	5	O
95	36	37	O
95	36	46	O
97	24	59	N
97	26	31	R
98	39	14	C
98	39	20	U
99	24	10	Z
99	51	4	A
99	51	7	A
103	22	19	V
105	39	15	E
106	15	0	S
106	19	1	A
106	19	11	A
106	40	45	U
109	17	19	A
109	23	12	R
109	50	40	O
110	14	53	R
113	29	38	N
114	9	31	O
114	14	34	O
114	14	38	U
114	14	41	O
115	47	7	N
116	31	19	V
116	32	12	N
117	22	24	C
117	22	45	N
117	22	46	U
117	22	48	R
117	22	49	O
117	22	51	R
117	22	55	M
117	25	26	O
117	25	39	N
117	25	57	V
117	25	58	A
117	26	22	N
118	14	10	O
118	22	5	N
120	22	16	E
121	58	21	A
121	58	23	S
121	58	25	O
121	58	27	O
122	26	54	R
123	11	52	N
128	7	60	N
128	44	45	A
130	43	16	U
136	21	25	A
138	16	10	R
138	36	56	R
141	58	3	M
141	58	6	A
141	58	12	E
141	58	15	O
141	58	17	S
144	18	50	W
144	48	21	U
146	47	8	N
148	40	24	M
151	23	51	O
158	1	11	N
159	27	33	R
159	27	41	X
160	23	23	R
160	43	14	E
162	31	5	V
163	23	31	S
163	23	33	S
164	32	1	S
166	45	56	A
166	47	57	C
166	48	36	U
166	48	49	U
166	48	50	A
166	48	56	R
166	48	62	O
166	51	49	O
166	51	55	U
166	51	57	R
166	51	59	V
166	51	62	A
170	16	25	E
173	29	28	N
175	43	59	S
176	16	1	S
177	54	8	A
183	45	48	R
186	5	5	E
186	34	36	N
186	48	1	R
188	29	11	Z
190	15	1	U
190	24	1	M
190	50	58	O
190	50	63	C
190	50	64	A
190	54	4	E
191	16	16	N
191	40	33	U
191	40	37	O
198	51	6	A
199	50	37	C
199	50	38	O
199	50	41	O
199	50	42	R
201	6	15	O
201	6	18	O
201	49	44	R
204	51	47	R
205	47	38	C
205	47	39	E
207	33	11	S
210	38	29	O
210	46	21	O
210	46	24	S
211	11	8	V
213	5	32	S
213	5	34	S
213	30	30	O
214	28	50	U
214	28	54	C
214	30	15	R
214	30	32	O
214	30	33	R
214	30	35	Z
214	30	52	U
215	29	14	Z
215	29	25	Z
215	29	30	N
215	29	33	R
215	29	34	U
215	29	35	M
215	29	57	C
215	30	29	E
215	30	34	O
215	30	39	R
215	30	43	C
215	30	44	A
215	30	45	N
215	30	53	U
215	31	38	A
215	31	48	O
215	31	58	M
215	40	50	N
215	45	56	V
216	22	12	N
216	26	27	Z
216	26	37	Z
216	28	22	O
216	28	32	A
216	28	43	N
217	27	20	U
217	27	38	R
217	27	42	E
218	17	40	R
218	17	57	E
218	17	59	O
218	20	22	A
218	20	23	N
218	20	27	N
218	20	31	E
218	20	32	R
218	20	33	C
218	20	34	O
218	20	42	R
218	20	43	U
218	20	44	N
218	20	45	A
218	20	47	R
218	22	22	A
218	22	32	C
218	22	45	A
218	22	50	C
218	22	56	O
218	22	59	U
218	22	60	A
218	23	20	O
218	23	28	N
218	25	37	R
