# Sosies corriges par le lexique du livre (passe unique, criteres severes).
# Une seconde passe sur le texte deja corrige a ete essayee : elle degrade
# (99,23/99,50 -> 99,14/99,41). Le lexique s'appauvrit a mesure qu'on le
# corrige, et les formes rares deviennent des cibles. Une passe, pas deux.
490	35	5	o
491	12	36	o
491	14	29	l
491	14	43	b
491	42	41	c
492	12	5	l
492	20	41	a
492	33	17	l
492	56	2	t
493	11	4	l
493	23	58	o
493	38	5	u
493	45	4	a
494	31	68	o
495	8	10	s
495	24	38	i
495	27	27	c
496	27	31	i
496	52	1	o
497	3	49	l
497	6	21	b
497	11	8	l
497	34	14	a
498	32	61	h
498	46	14	t
499	6	50	a
499	46	21	l
500	21	28	i
501	3	54	n
501	46	3	s
501	53	42	a
501	56	10	s
502	50	38	o
503	30	22	h
503	36	27	o
503	53	52	c
504	28	16	I
505	2	55	a
505	4	13	c
505	29	25	o
505	37	0	v
505	43	43	a
505	52	7	o
506	9	0	v
506	12	23	s
506	23	12	i
506	29	62	u
506	46	49	a
508	24	1	a
511	20	44	i
511	32	36	p
512	34	27	o
513	18	19	o
513	20	56	a
513	23	66	m
514	29	8	a
514	47	22	u
514	60	7	o
515	18	5	v
515	21	14	o
515	34	3	t
516	26	4	u
517	20	55	o
517	57	32	o
519	50	8	t
519	50	59	a
520	9	63	o
520	30	4	l
520	52	63	o
522	40	64	o
523	14	55	l
523	15	13	c
523	16	4	e
523	17	4	a
523	32	14	o
523	47	27	o
523	52	36	a
523	55	9	o
524	19	6	o
525	38	5	o
525	40	59	a
526	26	18	I
526	45	59	o
526	52	4	a
527	27	53	a
527	44	3	i
528	2	13	l
528	35	23	c
528	47	15	a
528	53	62	o
528	54	32	l
529	5	7	y
529	9	48	o
529	39	35	o
530	2	22	u
530	10	12	l
530	21	5	a
530	21	18	i
530	22	55	o
530	23	55	j
530	34	7	u
530	38	21	t
530	39	46	v
530	43	11	a
530	55	9	a
531	3	57	o
531	43	3	n
531	51	13	o
532	3	14	s
533	43	37	a
534	22	10	o
534	27	66	n
535	13	52	e
535	46	12	O
536	39	65	a
536	45	16	o
536	45	32	o
536	51	19	l
537	3	20	s
537	22	23	e
537	26	31	m
537	50	3	s
538	13	54	e
538	56	38	o
539	6	15	l
539	19	34	o
539	19	44	o
539	21	35	o
539	37	44	l
539	45	2	z
541	4	3	t
541	44	33	l
542	7	18	I
542	29	20	o
542	37	6	u
543	13	12	c
543	14	19	o
543	27	17	o
543	48	41	l
544	25	23	o
544	26	9	o
545	41	3	p
545	45	53	c
545	50	4	a
545	51	27	l
546	11	11	u
546	12	40	b
546	13	4	u
546	15	32	c
546	30	16	o
546	35	22	c
546	56	25	p
547	51	61	o
549	14	42	o
549	15	3	m
550	9	28	o
550	11	29	a
550	14	10	o
550	34	58	a
550	44	24	t
550	46	2	t
550	49	4	f
551	17	1	t
551	55	35	o
552	3	41	v
552	3	59	o
553	18	57	t
553	49	35	a
554	41	41	o
554	54	29	o
555	23	1	t
556	44	57	o
558	18	18	c
558	21	14	i
558	34	21	c
558	35	46	c
559	25	1	f
559	46	28	i
560	2	38	a
560	54	3	t
561	34	2	a
562	43	21	h
563	23	7	e
